time,34420a_volt,TMP117_room_temp
1733057129.721568,+5.16800000E-08,20.16
1733057135.0077944,+5.07100000E-08,20.16
1733057140.2940614,+5.24600000E-08,20.16
1733057145.5802393,+5.26100000E-08,20.18
1733057150.866339,+5.26000000E-08,20.18
1733057156.1524348,+5.14000000E-08,20.18
1733057161.4384117,+5.10200000E-08,20.19
1733057166.7247612,+5.36300000E-08,20.19
1733057172.0109842,+5.25400000E-08,20.19
1733057177.2969346,+5.23700000E-08,20.19
1733057182.5829084,+5.20400000E-08,20.2
1733057187.8690224,+5.35600000E-08,20.2
1733057193.1552482,+5.37300000E-08,20.2
1733057198.4415076,+5.32600000E-08,20.2
1733057203.7278192,+5.15400000E-08,20.2
1733057209.0137105,+4.96600000E-08,20.2
1733057214.2991288,+5.21800000E-08,20.2
1733057219.5848522,+4.92800000E-08,20.2
1733057224.870327,+5.21300000E-08,20.2
1733057230.1560228,+5.42400000E-08,20.2
1733057235.4421406,+5.69100000E-08,20.2
1733057240.7277384,+5.13600000E-08,20.2
1733057246.0136058,+5.11100000E-08,20.2
1733057251.2996902,+5.12400000E-08,20.2
1733057256.5855722,+5.17900000E-08,20.2
1733057261.871058,+4.93200000E-08,20.2
1733057267.156721,+5.28500000E-08,20.2
1733057272.4423766,+5.15800000E-08,20.19
1733057277.7285433,+4.91500000E-08,20.18
1733057283.0145133,+5.21900000E-08,20.18
1733057288.3002307,+5.01100000E-08,20.17
1733057293.5862045,+4.95300000E-08,20.17
1733057298.8721688,+4.91100000E-08,20.17
1733057304.1582594,+5.39600000E-08,20.17
1733057309.4443564,+5.52400000E-08,20.17
1733057314.7304485,+5.04600000E-08,20.17
1733057320.0166698,+5.14900000E-08,20.17
1733057325.3023934,+5.16600000E-08,20.17
1733057330.5882385,+5.36200000E-08,20.17
1733057335.8740778,+5.47200000E-08,20.17
1733057341.1599212,+5.22500000E-08,20.17
1733057346.4456491,+5.39100000E-08,20.17
1733057351.7314837,+5.19600000E-08,20.17
1733057357.0173125,+5.31800000E-08,20.17
1733057362.3030522,+5.18800000E-08,20.17
1733057367.5891206,+5.27900000E-08,20.17
1733057372.8750007,+5.32800000E-08,20.17
1733057378.1610847,+4.97700000E-08,20.17
1733057383.4470265,+5.59700000E-08,20.17
1733057388.7331197,+4.41700000E-08,20.17
1733057394.0192368,+5.39500000E-08,20.17
1733057399.3051796,+5.07000000E-08,20.17
1733057404.591045,+4.52200000E-08,20.17
1733057409.8771465,+5.16000000E-08,20.17
1733057415.1632338,+4.95800000E-08,20.18
1733057420.4493227,+5.34600000E-08,20.18
1733057425.735392,+5.21900000E-08,20.17
1733057431.0216455,+4.96900000E-08,20.18
1733057436.307602,+4.87200000E-08,20.17
1733057441.5935726,+5.10700000E-08,20.18
1733057446.8796387,+5.50500000E-08,20.18
1733057452.1661386,+5.88200000E-08,20.18
1733057457.452202,+5.07100000E-08,20.18
1733057462.7386875,+5.39900000E-08,20.18
1733057468.0247638,+4.87500000E-08,20.18
1733057473.3111236,+5.45200000E-08,20.18
1733057478.5969553,+5.60100000E-08,20.18
1733057483.8829272,+5.28800000E-08,20.18
1733057489.1690176,+5.07600000E-08,20.18
1733057494.4548607,+5.04200000E-08,20.18
1733057499.7408273,+5.00700000E-08,20.17
1733057505.0265436,+5.05400000E-08,20.17
1733057510.3125079,+5.43900000E-08,20.18
1733057515.598123,+5.64300000E-08,20.18
1733057520.884443,+5.08600000E-08,20.18
1733057526.170536,+5.15300000E-08,20.18
1733057531.4568782,+5.24700000E-08,20.18
1733057536.7429671,+5.46600000E-08,20.18
1733057542.0291805,+5.04600000E-08,20.18
1733057547.31503,+5.02400000E-08,20.18
1733057552.6013665,+5.28100000E-08,20.18
1733057557.887209,+5.06800000E-08,20.18
1733057563.1731896,+5.03600000E-08,20.19
1733057568.4592643,+5.11800000E-08,20.19
1733057573.7453535,+5.33100000E-08,20.19
1733057579.03119,+5.17100000E-08,20.19
1733057584.3174088,+5.37100000E-08,20.19
1733057589.6036224,+5.33700000E-08,20.19
1733057594.8898416,+4.94800000E-08,20.2
1733057600.1756759,+5.58000000E-08,20.2
1733057605.4619796,+5.44200000E-08,20.2
1733057610.748103,+5.19900000E-08,20.2
1733057616.0343766,+5.07000000E-08,20.2
1733057621.3206637,+5.25400000E-08,20.2
1733057626.6068766,+5.15800000E-08,20.2
1733057631.893096,+5.42300000E-08,20.2
1733057637.1790612,+5.42700000E-08,20.2
1733057642.4650247,+5.17600000E-08,20.21
1733057647.750989,+5.18200000E-08,20.21
1733057653.0370805,+5.38900000E-08,20.22
1733057658.3229182,+5.00700000E-08,20.22
1733057663.6088824,+5.17500000E-08,20.22
1733057668.8950996,+5.28200000E-08,20.22
1733057674.1814358,+5.13500000E-08,20.23
1733057679.4675257,+4.96100000E-08,20.23
1733057684.7536163,+5.61700000E-08,20.22
1733057690.039702,+4.55100000E-08,20.23
1733057695.3257563,+5.42400000E-08,20.23
1733057700.6116297,+5.11500000E-08,20.23
1733057705.8979738,+5.17000000E-08,20.23
1733057711.1840599,+5.41200000E-08,20.23
1733057716.4701414,+5.08800000E-08,20.23
1733057721.7562394,+5.01900000E-08,20.23
1733057727.0422034,+5.30700000E-08,20.23
1733057732.3284183,+5.13200000E-08,20.24
1733057737.6145089,+5.30300000E-08,20.24
1733057742.900724,+5.50100000E-08,20.24
1733057748.1865597,+5.17900000E-08,20.25
1733057753.4725263,+4.99200000E-08,20.25
1733057758.7587364,+4.66600000E-08,20.25
1733057764.0453296,+5.50100000E-08,20.26
1733057769.331664,+5.31300000E-08,20.25
1733057774.6180665,+5.22800000E-08,20.25
1733057779.904218,+5.80000000E-08,20.26
1733057785.1904867,+5.62500000E-08,20.26
1733057790.4768977,+4.91400000E-08,20.26
1733057795.7634099,+4.96100000E-08,20.26
1733057801.0494432,+5.19400000E-08,20.27
1733057806.3356636,+5.15800000E-08,20.27
1733057811.622057,+5.31400000E-08,20.27
1733057816.9080877,+5.17600000E-08,20.27
1733057822.1941786,+5.29400000E-08,20.28
1733057827.4801428,+5.26000000E-08,20.27
1733057832.7664163,+5.07300000E-08,20.28
1733057838.0525715,+5.17800000E-08,20.28
1733057843.3387816,+5.27000000E-08,20.29
1733057848.6247427,+5.40200000E-08,20.28
1733057853.91071,+5.64100000E-08,20.28
1733057859.197175,+5.06100000E-08,20.28
1733057864.4835126,+5.46300000E-08,20.29
1733057869.7698448,+4.79600000E-08,20.29
1733057875.0561829,+5.40700000E-08,20.29
1733057880.342524,+5.02000000E-08,20.29
1733057885.6288612,+5.59100000E-08,20.29
1733057890.915199,+5.40600000E-08,20.3
1733057896.2017941,+5.52500000E-08,20.3
1733057901.4881294,+5.47100000E-08,20.3
1733057906.774215,+5.27500000E-08,20.3
1733057912.0604272,+5.20100000E-08,20.3
1733057917.3466427,+5.20500000E-08,20.3
1733057922.6333523,+5.48900000E-08,20.3
1733057927.9199414,+4.70400000E-08,20.31
1733057933.2064033,+4.79100000E-08,20.3
1733057938.4929943,+5.24800000E-08,20.3
1733057943.7795832,+4.96700000E-08,20.31
1733057949.066044,+5.24700000E-08,20.32
1733057954.352781,+4.94700000E-08,20.32
1733057959.6392205,+5.36900000E-08,20.32
1733057964.9256876,+5.26100000E-08,20.32
1733057970.21189,+4.51400000E-08,20.33
1733057975.4986057,+4.71500000E-08,20.32
1733057980.7849426,+4.87400000E-08,20.33
1733057986.0715294,+5.08700000E-08,20.34
1733057991.3577557,+5.23700000E-08,20.34
1733057996.6444523,+5.39000000E-08,20.34
1733058001.9306755,+4.66400000E-08,20.34
1733058007.217383,+5.06100000E-08,20.34
1733058012.5039775,+5.37700000E-08,20.34
1733058017.7903335,+4.68300000E-08,20.34
1733058023.0767708,+5.04800000E-08,20.34
1733058028.363107,+5.63300000E-08,20.34
1733058033.649582,+5.15200000E-08,20.34
1733058038.9360332,+5.35800000E-08,20.35
1733058044.2222133,+5.03900000E-08,20.35
1733058049.5084558,+5.09500000E-08,20.36
1733058054.7945375,+5.05800000E-08,20.36
1733058060.0808768,+5.94100000E-08,20.36
1733058065.3672185,+5.31800000E-08,20.36
1733058070.6538923,+5.38100000E-08,20.36
1733058075.9400134,+5.64600000E-08,20.37
1733058081.2264757,+6.04000000E-08,20.37
1733058086.5124445,+5.04900000E-08,20.37
1733058091.7988992,+5.94200000E-08,20.37
1733058097.084868,+4.82100000E-08,20.38
1733058102.371204,+4.62100000E-08,20.38
1733058107.6571677,+5.64400000E-08,20.38
1733058112.943508,+4.99000000E-08,20.38
1733058118.2296925,+5.24600000E-08,20.38
1733058123.5159297,+4.86000000E-08,20.38
1733058128.801948,+4.52600000E-08,20.42
1733058134.0874796,+5.79500000E-08,20.43
1733058139.3725607,+5.69200000E-08,20.43
1733058144.658171,+5.09600000E-08,20.44
1733058149.9429872,+5.20600000E-08,20.45
1733058155.2280772,+4.83800000E-08,20.45
1733058160.5130396,+5.60900000E-08,20.45
1733058165.7983057,+5.05200000E-08,20.46
1733058171.0834644,+5.20800000E-08,20.47
1733058176.3688028,+5.11800000E-08,20.46
1733058181.6541579,+5.41900000E-08,20.47
1733058186.9396017,+5.18600000E-08,20.48
1733058192.2248118,+5.00200000E-08,20.48
1733058197.5101535,+5.11000000E-08,20.48
1733058202.7954855,+5.25000000E-08,20.48
1733058208.0807023,+5.06000000E-08,20.49
1733058213.3657868,+5.37700000E-08,20.49
1733058218.6511233,+4.89300000E-08,20.49
1733058223.9364612,+5.56400000E-08,20.5
1733058229.2215457,+5.07600000E-08,20.51
1733058234.5067606,+5.18700000E-08,20.52
1733058239.792091,+5.48100000E-08,20.52
1733058245.077308,+5.43100000E-08,20.52
1733058250.3623896,+5.46700000E-08,20.53
1733058255.6481097,+5.00300000E-08,20.52
1733058260.933196,+5.13700000E-08,20.53
1733058266.2185247,+5.08700000E-08,20.54
1733058271.50399,+5.15900000E-08,20.54
1733058276.7893305,+5.28100000E-08,20.54
1733058282.0747917,+4.88300000E-08,20.54
1733058287.360128,+5.10400000E-08,20.54
1733058292.6455536,+5.05000000E-08,20.55
1733058297.9310575,+5.35100000E-08,20.55
1733058303.2163897,+4.57000000E-08,20.56
1733058308.5018513,+4.64400000E-08,20.56
1733058313.7871902,+5.06800000E-08,20.56
1733058319.072775,+4.93600000E-08,20.57
1733058324.3581467,+5.05300000E-08,20.56
1733058329.643571,+5.10300000E-08,20.57
1733058334.9287865,+4.93300000E-08,20.57
1733058340.2144918,+5.65600000E-08,20.58
1733058345.4997044,+5.29900000E-08,20.57
1733058350.785045,+5.23500000E-08,20.58
1733058356.0703824,+5.09100000E-08,20.59
1733058361.3558438,+5.20500000E-08,20.59
1733058366.6411788,+4.57200000E-08,20.59
1733058371.9265397,+5.22000000E-08,20.59
1733058377.2122319,+5.14300000E-08,20.59
1733058382.497691,+5.15200000E-08,20.59
1733058387.7831516,+5.18500000E-08,20.6
1733058393.068742,+5.34100000E-08,20.6
1733058398.3543248,+5.55900000E-08,20.61
1733058403.639661,+5.34800000E-08,20.61
1733058408.924872,+5.16600000E-08,20.61
1733058414.2100863,+5.66100000E-08,20.62
1733058419.4953885,+4.86200000E-08,20.62
1733058424.7807252,+5.14600000E-08,20.63
1733058430.0660357,+5.22100000E-08,20.63
1733058435.3513029,+5.23000000E-08,20.63
1733058440.636769,+5.28600000E-08,20.63
1733058445.922125,+5.26800000E-08,20.63
1733058451.2073174,+5.34700000E-08,20.63
1733058456.4926503,+5.22700000E-08,20.65
1733058461.7778652,+5.25100000E-08,20.65
1733058467.0633202,+5.40700000E-08,20.66
1733058472.3487792,+5.42200000E-08,20.66
1733058477.6338687,+5.39100000E-08,20.66
1733058482.9195778,+5.14700000E-08,20.66
1733058488.2049174,+5.20300000E-08,20.66
1733058493.4905043,+5.10000000E-08,20.66
1733058498.775964,+5.37000000E-08,20.67
1733058504.061299,+5.05000000E-08,20.66
1733058509.3467577,+5.33400000E-08,20.67
1733058514.6324782,+5.15000000E-08,20.67
1733058519.9180624,+5.33500000E-08,20.68
1733058525.2037704,+5.29200000E-08,20.68
1733058530.4893537,+5.03200000E-08,20.68
1733058535.7750692,+5.04800000E-08,20.68
1733058541.060403,+5.21700000E-08,20.68
1733058546.3462963,+5.50400000E-08,20.68
1733058551.6317017,+5.36300000E-08,20.68
1733058556.9174163,+5.36400000E-08,20.68
1733058562.2028828,+5.43000000E-08,20.68
1733058567.4882147,+5.32300000E-08,20.68
1733058572.7737198,+5.43600000E-08,20.69
1733058578.0593805,+5.24300000E-08,20.68
1733058583.3449657,+5.18600000E-08,20.68
1733058588.6304362,+5.42100000E-08,20.69
1733058593.916136,+5.35200000E-08,20.69
1733058599.2022703,+5.07400000E-08,20.69
1733058604.487814,+5.70500000E-08,20.69
1733058609.773273,+5.38900000E-08,20.69
1733058615.0589876,+5.38600000E-08,20.69
1733058620.3443232,+5.58700000E-08,20.7
1733058625.629907,+5.36500000E-08,20.7
1733058630.9154906,+5.29600000E-08,20.7
1733058636.200952,+4.90200000E-08,20.7
1733058641.4865363,+5.50600000E-08,20.7
1733058646.7719984,+5.33600000E-08,20.7
1733058652.0572076,+5.16200000E-08,20.7
1733058657.3428006,+5.16700000E-08,20.7
1733058662.6282544,+5.08300000E-08,20.7
1733058667.913846,+5.36000000E-08,20.7
1733058673.1996818,+5.24500000E-08,20.7
1733058678.4852667,+5.24100000E-08,20.7
1733058683.7709765,+5.66000000E-08,20.7
1733058689.056563,+4.96300000E-08,20.7
1733058694.3422718,+5.11800000E-08,20.7
1733058699.6279836,+5.45300000E-08,20.7
1733058704.9138172,+5.40500000E-08,20.7
1733058710.1992793,+5.22300000E-08,20.71
1733058715.4843607,+5.41300000E-08,20.71
1733058720.7695775,+5.15800000E-08,20.71
1733058726.0549097,+5.30100000E-08,20.71
1733058731.340624,+5.18400000E-08,20.71
1733058736.6258748,+5.27500000E-08,20.71
1733058741.911288,+5.03400000E-08,20.73
1733058747.1967483,+5.32000000E-08,20.72
1733058752.4822152,+5.49100000E-08,20.72
1733058757.7677977,+5.59200000E-08,20.72
1733058763.0533845,+5.42500000E-08,20.72
1733058768.3388457,+5.04200000E-08,20.72
1733058773.6242487,+5.21200000E-08,20.72
1733058778.9100628,+5.35200000E-08,20.72
1733058784.1958575,+5.17400000E-08,20.72
1733058789.4815705,+5.24300000E-08,20.71
1733058794.7671504,+5.07600000E-08,20.72
1733058800.05286,+5.12800000E-08,20.71
1733058805.3384433,+5.43200000E-08,20.72
1733058810.6241543,+5.48800000E-08,20.71
1733058815.9097486,+5.10100000E-08,20.71
1733058821.195449,+5.25100000E-08,20.71
1733058826.4809093,+5.54100000E-08,20.71
1733058831.7664964,+5.21400000E-08,20.71
1733058837.0522087,+5.30600000E-08,20.71
1733058842.3380432,+5.25000000E-08,20.71
1733058847.6236265,+5.28100000E-08,20.7
1733058852.9093502,+5.30500000E-08,20.7
1733058858.1948051,+5.41300000E-08,20.7
1733058863.4805133,+5.30100000E-08,20.7
1733058868.7660997,+5.32300000E-08,20.7
1733058874.051812,+5.05000000E-08,20.7
1733058879.3373718,+5.12400000E-08,20.7
1733058884.6229796,+5.03100000E-08,20.7
1733058889.9081655,+5.52900000E-08,20.7
1733058895.193549,+5.59300000E-08,20.7
1733058900.4788659,+5.69900000E-08,20.7
1733058905.7644465,+4.87300000E-08,20.7
1733058911.0496774,+5.11700000E-08,20.7
1733058916.3349974,+5.00900000E-08,20.7
1733058921.6205792,+5.38600000E-08,20.7
1733058926.9059174,+5.21900000E-08,20.7
1733058932.1913795,+4.94700000E-08,20.7
1733058937.4768388,+5.15300000E-08,20.7
1733058942.7624226,+5.02700000E-08,20.7
1733058948.048262,+4.94800000E-08,20.7
1733058953.333715,+5.36500000E-08,20.7
1733058958.6194336,+5.66800000E-08,20.7
1733058963.905138,+5.14500000E-08,20.7
1733058969.1908498,+4.97200000E-08,20.7
1733058974.476439,+4.96400000E-08,20.7
1733058979.762148,+5.25600000E-08,20.7
1733058985.0477328,+5.18600000E-08,20.7
1733058990.3334432,+5.33000000E-08,20.7
1733058995.6194024,+5.20600000E-08,20.69
1733059000.9053657,+5.21100000E-08,20.7
1733059006.190946,+5.40000000E-08,20.7
1733059011.4769084,+5.43500000E-08,20.7
1733059016.762497,+5.00300000E-08,20.7
1733059022.04846,+5.33800000E-08,20.7
1733059027.3341684,+5.01700000E-08,20.7
1733059032.6196241,+5.35600000E-08,20.7
1733059037.9051108,+5.30400000E-08,20.7
1733059043.1908011,+5.34600000E-08,20.7
1733059048.4762595,+5.08100000E-08,20.7
1733059053.7621646,+5.12900000E-08,20.7
1733059059.047934,+5.12400000E-08,20.7
1733059064.3336482,+5.12000000E-08,20.7
1733059069.6193557,+5.11700000E-08,20.7
1733059074.905317,+5.18300000E-08,20.7
1733059080.1908982,+5.07000000E-08,20.7
1733059085.4767315,+5.42400000E-08,20.7
1733059090.762571,+5.48600000E-08,20.7
1733059096.0485325,+5.16900000E-08,20.7
1733059101.3346121,+5.31200000E-08,20.7
1733059106.6200738,+5.16400000E-08,20.7
1733059111.9059072,+5.25200000E-08,20.7
1733059117.1919904,+5.00200000E-08,20.7
1733059122.4777148,+5.37000000E-08,20.7
1733059127.763979,+5.40800000E-08,20.7
1733059133.0498729,+5.18300000E-08,20.7
1733059138.3360245,+5.27800000E-08,20.7
1733059143.622288,+5.41200000E-08,20.7
1733059148.9085574,+5.11300000E-08,20.7
1733059154.194569,+5.17900000E-08,20.7
1733059159.4805794,+5.42400000E-08,20.7
1733059164.7668548,+5.33800000E-08,20.7
1733059170.0528646,+5.44000000E-08,20.7
1733059175.338626,+5.24100000E-08,20.7
1733059180.624177,+5.17200000E-08,20.7
1733059185.9093864,+5.11000000E-08,20.7
1733059191.1948905,+5.23100000E-08,20.7
1733059196.4803913,+5.14100000E-08,20.71
1733059201.7660396,+4.88800000E-08,20.71
1733059207.0516424,+5.27200000E-08,20.72
1733059212.337276,+4.95300000E-08,20.71
1733059217.6227665,+5.12400000E-08,20.73
1733059222.9082646,+5.43500000E-08,20.72
1733059228.1939034,+5.25300000E-08,20.72
1733059233.4796221,+5.20900000E-08,20.72
1733059238.7652395,+5.38700000E-08,20.73
1733059244.0508547,+5.42500000E-08,20.72
1733059249.3367245,+5.65100000E-08,20.72
1733059254.622208,+5.26900000E-08,20.72
1733059259.9081962,+5.19300000E-08,20.73
1733059265.1938305,+5.14700000E-08,20.73
1733059270.4796622,+5.45000000E-08,20.73
1733059275.7653959,+5.02400000E-08,20.73
1733059281.0512483,+5.27900000E-08,20.72
1733059286.3369842,+5.04000000E-08,20.73
1733059291.6228335,+5.28800000E-08,20.72
1733059296.9083097,+5.25600000E-08,20.72
1733059302.1939116,+5.14400000E-08,20.73
1733059307.4795103,+5.65100000E-08,20.73
1733059312.765485,+5.12300000E-08,20.73
1733059318.0512064,+5.18200000E-08,20.73
1733059323.3368092,+5.09300000E-08,20.73
1733059328.6223984,+5.04400000E-08,20.72
1733059333.9081218,+5.34600000E-08,20.73
1733059339.1938512,+5.55900000E-08,20.73
1733059344.4794235,+5.17000000E-08,20.72
1733059349.7651405,+5.12000000E-08,20.73
1733059355.0506086,+5.50900000E-08,20.73
1733059360.3364434,+5.20600000E-08,20.72
1733059365.6213424,+5.05300000E-08,20.72
1733059370.9073677,+4.90200000E-08,20.72
1733059376.1930757,+4.51900000E-08,20.73
1733059381.4786587,+5.23900000E-08,20.72
1733059386.764239,+5.39800000E-08,20.72
1733059392.0499408,+5.35300000E-08,20.72
1733059397.3353422,+5.30300000E-08,20.72
1733059402.6213572,+5.49000000E-08,20.72
1733059407.9066875,+5.04400000E-08,20.72
1733059413.192636,+5.44700000E-08,20.72
1733059418.478217,+5.38700000E-08,20.73
1733059423.7637923,+5.13800000E-08,20.73
1733059429.0493693,+4.95100000E-08,20.73
1733059434.335063,+5.42500000E-08,20.73
1733059439.6206384,+5.20400000E-08,20.73
1733059444.906336,+4.81100000E-08,20.73
1733059450.1919644,+4.94600000E-08,20.73
1733059455.47766,+5.66000000E-08,20.73
1733059460.763294,+4.92200000E-08,20.73
1733059466.0488656,+5.03900000E-08,20.73
1733059471.3346834,+4.79700000E-08,20.73
1733059476.6203687,+5.32400000E-08,20.73
1733059481.906062,+5.27100000E-08,20.73
1733059487.1918788,+5.05200000E-08,20.73
1733059492.4773164,+5.23900000E-08,20.73
1733059497.763134,+5.11600000E-08,20.73
1733059503.0488212,+5.49800000E-08,20.73
1733059508.3347552,+4.92500000E-08,20.73
1733059513.620691,+5.50100000E-08,20.73
1733059518.906626,+5.38600000E-08,20.73
1733059524.1924338,+5.26100000E-08,20.73
1733059529.4780974,+5.57500000E-08,20.73
1733059534.763926,+5.20000000E-08,20.73
1733059540.049856,+5.16900000E-08,20.73
1733059545.3356621,+5.24300000E-08,20.73
1733059550.6213422,+5.57900000E-08,20.73
1733059555.9072733,+5.28000000E-08,20.74
1733059561.1930723,+4.93900000E-08,20.74
1733059566.478878,+5.29700000E-08,20.74
1733059571.765061,+5.39100000E-08,20.74
1733059577.050731,+5.51600000E-08,20.74
1733059582.3365316,+4.96900000E-08,20.74
1733059587.622331,+4.97400000E-08,20.74
1733059592.908263,+5.36000000E-08,20.74
1733059598.1939335,+5.33200000E-08,20.74
1733059603.47973,+4.26800000E-08,20.77
1733059608.7653985,+5.26100000E-08,20.77
1733059614.0512023,+4.76900000E-08,20.78
1733059619.336872,+5.96000000E-08,20.79
1733059624.6224124,+5.11300000E-08,20.79
1733059629.9078345,+5.13600000E-08,20.8
1733059635.1937554,+5.52200000E-08,20.8
1733059640.4794247,+4.92500000E-08,20.8
1733059645.7650886,+4.86500000E-08,20.81
1733059651.0507565,+5.25100000E-08,20.82
1733059656.3365493,+5.17900000E-08,20.83
1733059661.6219869,+4.80800000E-08,20.84
1733059666.90762,+4.97400000E-08,20.84
1733059672.19342,+4.88100000E-08,20.84
1733059677.479085,+4.81600000E-08,20.84
1733059682.7651212,+4.68600000E-08,20.85
1733059688.0510328,+5.53100000E-08,20.85
1733059693.3368247,+5.14900000E-08,20.87
1733059698.6226096,+5.22600000E-08,20.87
1733059703.9085212,+5.27600000E-08,20.87
1733059709.1944296,+5.47500000E-08,20.88
1733059714.4802158,+4.85900000E-08,20.88
1733059719.766267,+4.34300000E-08,20.89
1733059725.0521567,+5.05800000E-08,20.9
1733059730.3379397,+5.34800000E-08,20.9
1733059735.6237226,+4.84900000E-08,20.9
1733059740.9096315,+5.72200000E-08,20.9
1733059746.1957917,+5.39700000E-08,20.91
1733059751.4817033,+4.32200000E-08,20.91
1733059756.767605,+5.02800000E-08,20.91
1733059762.0533805,+5.13800000E-08,20.91
1733059767.3392866,+5.52600000E-08,20.93
1733059772.625317,+4.86800000E-08,20.93
1733059777.9112184,+5.44500000E-08,20.93
1733059783.197121,+4.78400000E-08,20.93
1733059788.483024,+4.76300000E-08,20.94
1733059793.7686782,+5.65200000E-08,20.94
1733059799.0547056,+5.37700000E-08,20.94
1733059804.340237,+4.78900000E-08,20.94
1733059809.626388,+5.46300000E-08,20.93
1733059814.9120386,+4.85600000E-08,20.94
1733059820.197785,+4.75700000E-08,20.94
1733059825.483458,+4.67100000E-08,20.94
1733059830.7693546,+5.20900000E-08,20.94
1733059836.0551286,+5.25400000E-08,20.94
1733059841.3410273,+5.32200000E-08,20.95
1733059846.6265504,+5.54200000E-08,20.95
1733059851.9125745,+5.32100000E-08,20.95
1733059857.1982205,+5.28100000E-08,20.95
1733059862.4842427,+4.81600000E-08,20.95
1733059867.7700043,+5.39600000E-08,20.95
1733059873.0556593,+4.65600000E-08,20.95
1733059878.3415594,+5.23500000E-08,20.95
1733059883.6272018,+5.10700000E-08,20.95
1733059888.912972,+5.62300000E-08,20.95
1733059894.198682,+4.28200000E-08,20.95
1733059899.4846358,+5.20600000E-08,20.95
1733059904.7706501,+5.17600000E-08,20.95
1733059910.0567956,+5.55900000E-08,20.96
1733059915.3425643,+5.43900000E-08,20.96
1733059920.6287117,+3.82200000E-08,20.96
1733059925.9145377,+4.90600000E-08,20.96
1733059931.2006228,+5.40300000E-08,20.97
1733059936.4865084,+5.20900000E-08,20.97
1733059941.7720258,+5.40000000E-08,20.97
1733059947.0574205,+5.65200000E-08,20.97
1733059952.3428679,+5.59000000E-08,20.98
1733059957.6284404,+5.01100000E-08,20.98
1733059962.9139833,+5.43600000E-08,20.98
1733059968.1997287,+5.25800000E-08,20.98
1733059973.4852388,+5.09100000E-08,20.98
1733059978.7706301,+5.14900000E-08,20.98
1733059984.0562682,+4.97300000E-08,20.98
1733059989.3419065,+5.13800000E-08,20.98
1733059994.627397,+5.14200000E-08,20.98
1733059999.913057,+5.37000000E-08,20.98
1733060005.1984406,+4.94100000E-08,20.98
1733060010.484201,+5.29900000E-08,20.98
1733060015.7696097,+5.38500000E-08,20.99
1733060021.0550992,+5.30400000E-08,20.99
1733060026.3406124,+5.38100000E-08,20.99
1733060031.626177,+5.22200000E-08,20.99
1733060036.911879,+5.25000000E-08,21.0
1733060042.1977797,+5.48800000E-08,21.0
1733060047.4837804,+5.57600000E-08,21.0
1733060052.7694144,+5.06400000E-08,21.0
1733060058.055293,+5.58500000E-08,21.0
1733060063.340805,+5.52800000E-08,21.0
1733060068.6268084,+5.27700000E-08,21.0
1733060073.9123888,+5.33700000E-08,21.01
1733060079.1987026,+5.05100000E-08,21.0
